links,names,address,ratings,price for two,cuisine
https://www.zomato.com/pune/the-barkhana-wakad/info,The Barkhana/,N/A,4.6,"₹2,000 for two","Bar Food, Mughlai, Chinese, North Indian, Fast Food, Desserts, Beverages, Sichuan"
https://www.zomato.com/pune/favela-hinjawadi/info,Favela/,N/A,4.3,"₹1,500 for two","Continental, North Indian, Chinese, Pizza, Fast Food, Biryani, Desserts, Bar Food"
https://www.zomato.com/pune/sky-deck-bhosari/info,Sky Deck/,N/A,4.2,"₹1,300 for two","North Indian, Chinese, Pasta, Fast Food, Mughlai, Desserts, Beverages"
https://www.zomato.com/pune/zeta-hyatt-regency-pune-viman-nagar/info,Zeta - Hyatt Regency Pune/,N/A,4.5,"₹3,000 for two","Continental, Italian, Seafood, Coffee, Tea, Desserts, Beverages"
https://www.zomato.com/pune/dobaraa-viman-nagar/info,Dobaraa/,N/A,4.5,"₹3,500 for two","North Indian, Continental"
https://www.zomato.com/pune/3-idiots-the-friendly-bar-pimple-gurav/info,3 Idiots - The Friendly Bar/,N/A,4.4,"₹1,600 for two","North Indian, Continental, Biryani, Chinese, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/le-plaisir-deccan-gymkhana/info,Le Plaisir/,N/A,4.6,"₹1,200 for two","Cafe, Italian, Continental, Salad, Sandwich, Pizza, Beverages, Shake"
https://www.zomato.com/pune/eskobar-baner/info,Eskobar/,N/A,4.2,"₹1,900 for two","North Indian, Pizza, Pasta, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/paasha-jw-marriott-pune-senapati-bapat-road/info,Paasha - JW Marriott Pune/,N/A,4.5,"₹4,000 for two","North Indian, Kebab, Desserts"
https://www.zomato.com/pune/360-degree-the-revolving-fine-dine-restaurant-jm-road/info,360 Degree - The Revolving Fine Dine Restaurant/,N/A,4.0,"₹1,400 for two",Beverages
https://www.zomato.com/pune/parsley-haute-cuisine-swargate/info,Parsley Haute Cuisine/,N/A,4.4,"₹1,100 for two","Italian, Continental, Chinese, Asian, Sushi, North Indian, Desserts, Beverages"
https://www.zomato.com/pune/si-nonnas-the-original-sourdough-pizza-salunkhe-vihar-road/info,Si Nonna's The Original Sourdough Pizza/,N/A,4.4,"₹1,000 for two","Pizza, Italian"
https://www.zomato.com/pune/the-wise-guys-wakad/info,The Wise Guys/,N/A,4.5,"₹1,700 for two","North Indian, Chinese, Pasta, Fast Food, Bar Food, Desserts, Shake, Beverages"
https://www.zomato.com/pune/aarvis-pure-veg-kondhwa/info,Aarvi’s Pure Veg/,N/A,4.5,"₹1,000 for two","North Indian, Chinese, Street Food, Desserts"
https://www.zomato.com/pune/gola-sizzlers-viman-nagar/info,Gola Sizzlers/,N/A,3.9,"₹1,500 for two","North Indian, Pizza, Pasta, Fast Food, Chinese, Continental, Shake, Beverages"
https://www.zomato.com/pune/pergola-de-pines-kalyani-nagar/info,Pergola De Pines/,N/A,3.8,"₹1,400 for two","Italian, North Indian, Goan, Thai, Korean, Lebanese, Continental, Desserts"
https://www.zomato.com/pune/hapaa-asian-stir-1-kalyani-nagar/info,Hapaa - Asian Stir/,N/A,4.6,"₹2,000 for two","Asian, Japanese, Chinese, Sushi, Desserts, Beverages"
https://www.zomato.com/pune/azzurro-pimple-nilakh/info,Azzurro/,N/A,4.2,"₹1,200 for two","Fast Food, Chinese, North Indian, Biryani, Continental, Asian, Desserts, Beverages"
https://www.zomato.com/pune/hoomans-all-day-bar-balewadi/info,Hoomans- All Day Bar/,N/A,4.5,"₹1,200 for two","Oriental, Chinese, Continental, Pasta, Seafood, North Indian, Desserts, Beverages"
https://www.zomato.com/pune/shreeji-pure-veg-katraj/info,Shreeji Pure Veg/,N/A,4.1,₹500 for two,"North Indian, Street Food, Chinese, Beverages, Desserts, Shake, Sichuan"
https://www.zomato.com/pune/unicorn-house-kalyani-nagar/info,Unicorn House/,N/A,4.0,"₹1,800 for two","North Indian, Sichuan, Asian, Italian, Bar Food"
https://www.zomato.com/pune/barometer-kothrud/info,Barometer/,N/A,4.6,"₹2,500 for two","Continental, Asian, North Indian, Sichuan, Pizza"
https://www.zomato.com/pune/the-white-house-aundh/info,The White House/,N/A,4.4,"₹1,500 for two","North Indian, Kebab, Mughlai, Thai, Italian, Continental, Desserts, Beverages"
https://www.zomato.com/pune/independence-brewing-company-kalyani-nagar/info,Independence Brewing Company/,N/A,4.9,"₹2,500 for two","Bar Food, Continental, Fast Food, Salad, Desserts, Beverages"
https://www.zomato.com/pune/the-camden-lane-koregaon-park/info,The Camden Lane/,N/A,4.1,"₹1,500 for two","Continental, Mexican"
https://www.zomato.com/pune/malaka-spice-koregaon-park/info,Malaka Spice/,N/A,4.6,"₹1,800 for two","Asian, Thai, Salad, Seafood, Sushi, Desserts"
https://www.zomato.com/pune/chulbul-dhaba-kharadi/info,Chulbul Dhaba/,N/A,4.0,"₹1,000 for two","North Indian, Chinese, Mughlai, Biryani, Bakery, Desserts, Beverages"
https://www.zomato.com/pune/santorini-by-hilton-garden-inn-hinjawadi/info,Santorini by Hilton Garden Inn/,N/A,4.1,"₹3,500 for two","Mediterranean, Continental, Salad, Pasta, Sandwich, Pizza, Desserts"
https://www.zomato.com/pune/bharat-bhavan-balewadi/info,Bharat Bhavan/,N/A,4.3,"₹1,900 for two","North Indian, Mughlai, Awadhi, Goan, Lucknowi, Kashmiri, Beverages, Desserts"
https://www.zomato.com/pune/tatva-the-vegetarian-kitchen-wakad/info,Tatva The Vegetarian Kitchen/,N/A,4.2,"₹1,000 for two","North Indian, Chinese, South Indian, Biryani, Street Food, Fast Food, Oriental, Beverages"
https://www.zomato.com/pune/e-square-the-fern-shivaji-nagar/info,E-Square The Fern/,N/A,4.1,₹950 for two,"North Indian, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/kiko-bar-grill-akurdi/info,Kiko - Bar & Grill/,N/A,New,"₹1,500 for two","Thai, Chinese, Fast Food, Seafood, Desserts, Beverages"
https://www.zomato.com/pune/hakuna-matata-shivaji-nagar/info,Hakuna Matata/,N/A,4.2,"₹1,900 for two","North Indian, Chinese, Fast Food, Sichuan, Street Food, Pizza, Seafood"
https://www.zomato.com/pune/poult-wakad/info,Poult/,N/A,3.9,"₹1,000 for two","North Indian, Burger, Wraps, Fast Food, Shake, Beverages"
https://www.zomato.com/pune/tim-hortons-1-balewadi/info,Tim Hortons/,N/A,4.1,₹700 for two,"Coffee, Cafe, Beverages, Desserts, Sandwich, Fast Food"
https://www.zomato.com/pune/little-italy-kondhwa/info,Little Italy/,N/A,4.1,"₹1,300 for two","Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages"
https://www.zomato.com/pune/the-ruby-hilltop-sunnys-world-sus/info,The Ruby Hilltop - Sunny's World/,N/A,4.4,"₹1,600 for two","Bar Food, Chinese, North Indian, Asian, Italian, Mughlai, Beverages, Desserts"
https://www.zomato.com/pune/bailamos-alfresco-dance-baner/info,Bailamos Alfresco & Dance/,N/A,4.5,"₹2,000 for two","Italian, Bar Food, North Indian, Chinese, Japanese, Biryani, Fast Food, Desserts"
https://www.zomato.com/pune/hotel-shreyas-deccan-gymkhana/info,Hotel Shreyas/,N/A,4.2,₹800 for two,"Maharashtrian, North Indian, Sandwich, Street Food, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/steakhouse-bar-grill-kalyani-nagar/info,Steakhouse Bar & Grill/,N/A,4.9,"₹1,200 for two","Steak, Continental, Fast Food, Beverages"
https://www.zomato.com/pune/bird-valley-hinjawadi/info,Bird Valley/,N/A,4.3,"₹1,800 for two","North Indian, Chinese, Continental, Mughlai, Kebab, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/farmaaish-1-viman-nagar/info,Farmaaish/,N/A,4.2,"₹1,300 for two","Continental, Bar Food, North Indian, Mughlai, Asian, Chinese, Desserts, Beverages"
https://www.zomato.com/pune/dossai-flavours-of-south-baner/info,Dossai Flavours Of South/,N/A,4.0,₹300 for two,"South Indian, Beverages"
https://www.zomato.com/pune/nawab-asia-1-baner/info,Nawab Asia/,N/A,4.4,"₹1,600 for two","North Indian, Chinese, Mughlai, Biryani, Seafood, Desserts, Beverages"
https://www.zomato.com/pune/deli-belly-1-nigdi/info,Deli Belly/,N/A,4.2,₹400 for two,"North Indian, Biryani, Chinese, Fast Food, Street Food, Desserts, Beverages"
https://www.zomato.com/pune/chafa-cafe-and-studio-koregaon-park/info,Chafa Cafe And Studio/,N/A,4.3,"₹1,200 for two","Healthy Food, Continental, Italian, Fast Food, Sandwich, Desserts, Beverages"
https://www.zomato.com/pune/the-rustle-nest-baner/info,The Rustle Nest/,N/A,4.4,₹950 for two,"Continental, North Indian, European, Biryani, Pasta, Sandwich, Desserts, Beverages"
https://www.zomato.com/pune/pizzaexpress-balewadi/info,PizzaExpress/,N/A,4.2,"₹1,400 for two","Pizza, Italian, Salad, Bakery, Beverages, Coffee, Pasta, Cafe"
https://www.zomato.com/pune/mad-house-grill-koregaon-park/info,Mad House Grill/,N/A,4.1,"₹1,600 for two","Continental, Steak, Salad, Fast Food, Seafood, Desserts, Beverages"
https://www.zomato.com/pune/pop-tates-viman-nagar/info,Pop Tate's/,N/A,4.6,"₹1,400 for two","North Indian, Chinese, Italian, Biryani, Pizza, Pasta, Fast Food, Beverages"
https://www.zomato.com/pune/si-nonnas-the-original-sourdough-pizza-wakad/info,Si Nonna’s - The Original Sourdough Pizza/,N/A,4.5,"₹1,300 for two","Cafe, Italian, Pizza, Desserts"
https://www.zomato.com/pune/exotica-yerawada/info,Exotica/,N/A,4.4,"₹2,000 for two","North Indian, Chinese, Kebab, Mughlai, Biryani, Pasta, Oriental, Desserts"
https://www.zomato.com/pune/mocha-1-koregaon-park/info,Mocha/,N/A,4.2,"₹1,200 for two","Cafe, Continental, European, Salad, Asian, Desserts"
https://www.zomato.com/pune/babas-1-baner/info,Baba's/,N/A,New,"₹1,000 for two","North Indian, Chinese, Kebab, Biryani, Beverages"
https://www.zomato.com/pune/ya-basa-kitchen-bar-kharadi/info,Ya Basa- Kitchen & Bar/,N/A,4.3,"₹1,200 for two","North Indian, Continental, Seafood, Oriental, Biryani, Kebab, Beverages"
https://www.zomato.com/pune/cafe-warm-gloves-bibvewadi/info,Cafe Warm Gloves/,N/A,4.0,₹600 for two,"Cafe, Coffee, Sandwich, Pizza, Pasta, Fast Food, Shake, Tea"
https://www.zomato.com/pune/global-punjab-wakad/info,Global Punjab/,N/A,4.0,"₹1,100 for two","North Indian, Mughlai, Kebab, Seafood, Biryani, Chinese, Desserts, Beverages"
https://www.zomato.com/pune/pimlico-koregaon-park/info,Pimlico/,N/A,4.1,"₹1,200 for two","Cafe, Italian, Beverages, Pizza, Sushi, Continental, Salad, Fast Food"
https://www.zomato.com/pune/tim-luck-luck-east-street/info,Tim Luck Luck/,N/A,4.4,"₹1,200 for two","Asian, North Indian, Chinese, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/the-7a-restaurant-bar-kharadi/info,The 7A Restaurant & Bar/,N/A,4.4,"₹2,500 for two","North Indian, Continental, Chinese, Italian, Finger Food, Bar Food, Beverages, Pizza"
https://www.zomato.com/pune/crazanto-viman-nagar/info,Crazanto/,N/A,4.2,"₹1,000 for two","North Indian, Continental, Italian, Desserts"
https://www.zomato.com/pune/q-bar-cafe-mundhwa/info,Q Bar & Cafe/,N/A,4.5,"₹1,600 for two","North Indian, Italian, Pizza, Japanese, Continental, Desserts, Beverages"
https://www.zomato.com/pune/yks-sizzlers-multi-cuisine-erandwane/info,YKS Sizzlers Multi Cuisine/,N/A,4.4,"₹1,000 for two","Maharashtrian, North Indian, Biryani, Seafood, Mughlai, Kebab"
https://www.zomato.com/pune/the-eatery-four-points-by-sheraton-1-viman-nagar/info,The Eatery - Four Points by Sheraton/,N/A,4.1,"₹3,000 for two","North Indian, Asian, Italian"
https://www.zomato.com/pune/hippie-@-heart-deccan-gymkhana/info,Hippie @ Heart/,N/A,4.4,"₹1,600 for two","Finger Food, Italian, Continental, Fast Food, BBQ, Desserts, Beverages"
https://www.zomato.com/pune/german-bakery-lonavala/info,German Bakery/,N/A,3.8,"₹1,300 for two","Italian, Sandwich, Pizza, Continental, Coffee, Beverages"
https://www.zomato.com/pune/springrose-restaurant-and-banquets-wakad/info,Springrose Restaurant And Banquets/,N/A,4.5,"₹1,200 for two","South Indian, Continental, Oriental, North Indian"
https://www.zomato.com/pune/high-garden-1-senapati-bapat-road/info,High Garden/,N/A,4.4,"₹1,400 for two","North Indian, Chinese, Italian, Biryani, Desserts, Bar Food, Finger Food, Kebab"
https://www.zomato.com/pune/hotel-rajbhog-pure-veg-wanowrie/info,Hotel Rajbhog Pure Veg/,N/A,3.9,"₹1,200 for two","North Indian, South Indian, Biryani, Chinese, Fast Food, Juices, Desserts, Beverages"
https://www.zomato.com/pune/punjab-grill-viman-nagar/info,Punjab Grill/,N/A,4.2,"₹2,500 for two","North Indian, Kebab, Biryani, Mughlai"
https://www.zomato.com/pune/classico-kitchen-bar-erandwane/info,Classico Kitchen & Bar/,N/A,4.7,"₹1,800 for two","Fast Food, Chinese, Salad, Continental, Italian, Pasta, Pizza, North Indian"
https://www.zomato.com/pune/uncles-chinese-viman-nagar/info,Uncle's Chinese/,N/A,4.3,"₹1,200 for two","Chinese, Oriental, Seafood, Beverages"
https://www.zomato.com/pune/soy-affair-baner/info,Soy Affair/,N/A,4.5,"₹1,000 for two","Asian, Thai, Chinese, Seafood"
https://www.zomato.com/pune/taco-tequila-co-kalyani-nagar/info,Taco & Tequila Co/,N/A,4.5,"₹1,000 for two",Mexican
https://www.zomato.com/pune/the-terrace-bar-hyatt-pune-kalyani-nagar/info,The Terrace Bar - Hyatt Pune/,N/A,4.4,"₹2,500 for two","Beverages, Bar Food, Continental, Cuisine Varies, Fast Food, Spanish"
https://www.zomato.com/pune/darshan-baner/info,Darshan/,N/A,4.5,₹950 for two,"Continental, North Indian, Chinese, Mexican, Fast Food, Desserts, Juices, Beverages"
https://www.zomato.com/pune/fish-curry-rice-kothrud/info,Fish Curry Rice/,N/A,4.4,"₹1,400 for two","Seafood, Maharashtrian, North Indian"
https://www.zomato.com/pune/le-stone-ravet/info,Le Stone/,N/A,4.3,"₹1,800 for two","North Indian, Kebab, Biryani, Asian, Continental, Italian, Mexican, Desserts"
https://www.zomato.com/pune/café-88-hyatt-pune-kalyani-nagar/info,Café 88 - Hyatt Pune/,N/A,3.9,"₹3,500 for two","Continental, North Indian, Italian, Healthy Food, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/backstage-nibm-road/info,Backstage/,N/A,4.1,"₹1,200 for two","Continental, North Indian, Mughlai, Seafood, Biryani, Chinese, Fast Food, Desserts"
https://www.zomato.com/pune/coriander-kitchen-conrad-pune-bund-garden/info,Coriander Kitchen - Conrad Pune/,N/A,4.5,"₹5,000 for two","North Indian, Asian, Mediterranean, Shake"
https://www.zomato.com/pune/anglo-indian-lonavala/info,Anglo Indian/,N/A,4.4,"₹1,400 for two","BBQ, Street Food, Fast Food, Salad, Burger, Pizza, Desserts, Beverages"
https://www.zomato.com/pune/the-flour-works-kalyani-nagar/info,The Flour Works/,N/A,4.2,"₹1,800 for two","European, Italian, Healthy Food, Salad, Sandwich, Pizza, Desserts, Beverages"
https://www.zomato.com/pune/copper-chimney-viman-nagar/info,Copper Chimney/,N/A,4.4,"₹1,600 for two","North Indian, Kebab, Biryani, Mughlai, Desserts, Beverages"
https://www.zomato.com/pune/ora-skybar-kitchen-wakad/info,Ora Skybar & Kitchen/,N/A,New,"₹1,800 for two","North Indian, BBQ, Chinese, Continental, Asian, Pizza"
https://www.zomato.com/pune/swig-1-baner/info,Swig/,N/A,4.3,"₹1,800 for two","Continental, Asian, Italian, Japanese, Pizza, Fast Food, Sushi, Beverages"
https://www.zomato.com/pune/good-news-dhaba-yerawada/info,Good News Dhaba/,N/A,4.3,"₹1,600 for two","North Indian, Mughlai, Seafood, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/copa-villa-pimple-nilakh/info,Copa Villa/,N/A,4.4,"₹1,400 for two","North Indian, Asian, Continental, Salad, Seafood, Pasta, Pizza, Oriental"
https://www.zomato.com/pune/highland-kalyani-nagar/info,Highland/,N/A,New,"₹2,300 for two","Bar Food, North Indian, Asian, Chinese, Pizza, Pasta, Kebab"
https://www.zomato.com/pune/the-lcr-gymkhana-law-college-road/info,The LCR Gymkhana/,N/A,4.4,"₹1,100 for two","North Indian, Chinese, Continental, Oriental, Biryani, Street Food, Desserts, Beverages"
https://www.zomato.com/pune/wow-momo-kothrud/info,WOW! Momo/,N/A,3.8,₹400 for two,"Momos, Fast Food, Chinese, Tibetan, Sichuan, Beverages, Desserts"
https://www.zomato.com/pune/fatcook-baner/info,Fatcook/,N/A,4.3,₹700 for two,"Italian, Mexican, Oriental, Pasta, North Indian, Kebab, Desserts, Beverages"
https://www.zomato.com/pune/fat-pigeon-bar-hop-kalyani-nagar/info,Fat Pigeon - Bar Hop/,N/A,4.3,"₹1,500 for two","Bar Food, Continental, Italian, Asian, Mediterranean, South Indian, Coffee, Modern Indian"
https://www.zomato.com/pune/mikachi-club-bar-kitchen-kharadi/info,Mikachi Club Bar & Kitchen/,N/A,4.1,"₹2,000 for two","North Indian, Biryani, Chinese, Continental, Fast Food, Seafood, Mughlai, Pizza"
https://www.zomato.com/pune/the-beans-talk-cafe-viman-nagar/info,The Beans Talk Cafe/,N/A,4.3,₹950 for two,"Cafe, Coffee, Italian, Mexican, American, Pizza, Desserts, Beverages"
https://www.zomato.com/pune/punes-royal-pimple-nilakh/info,Pune's Royal/,N/A,4.6,"₹1,300 for two","North Indian, Chinese, Mughlai, Oriental, Continental, Seafood, Japanese, Desserts"
https://www.zomato.com/pune/the-verandah-erandwane/info,The Verandah/,N/A,3.6,"₹1,000 for two","Maharashtrian, Fast Food, South Indian, Desserts, Beverages, Sandwich, North Indian, Street Food"
https://www.zomato.com/pune/gung-the-palace-mahalunge/info,Gung The Palace/,N/A,New,"₹2,000 for two",Korean
https://www.zomato.com/pune/mystic-flavours-warje/info,Mystic Flavours/,N/A,4.2,"₹1,000 for two","Continental, Modern Indian, Asian, Oriental"
https://www.zomato.com/pune/indian-thali-house-hinjawadi/info,Indian Thali House/,N/A,4.0,₹500 for two,"North Indian, Chinese, Beverages, Sichuan"
https://www.zomato.com/pune/trp-the-rooftop-project-mg-road/info,TRP - The Rooftop Project/,N/A,4.3,"₹1,400 for two","North Indian, Asian, Italian, Chinese, Seafood, Biryani, Salad, Desserts"
https://www.zomato.com/pune/chilis-american-grill-bar-viman-nagar/info,Chili's American Grill & Bar/,N/A,4.4,"₹1,700 for two","American, Mexican, Tex-Mex, Salad, Desserts"
https://www.zomato.com/pune/1bhk-superbar-baner/info,1BHK Superbar/,N/A,4.4,"₹2,500 for two","North Indian, Asian, Italian, European, Continental, Mediterranean, American, Seafood"
https://www.zomato.com/pune/sukanta-deccan-gymkhana/info,Sukanta/,N/A,4.2,₹850 for two,"North Indian, Gujarati, Maharashtrian, Street Food, Desserts, Beverages"
https://www.zomato.com/pune/melange-kitchen-kharadi/info,Melange Kitchen/,N/A,New,₹800 for two,"Chinese, Continental, Italian, Mexican, Arabian, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/c-dock-hinjawadi/info,C - Dock/,N/A,4.1,"₹1,500 for two",Bar Food
https://www.zomato.com/pune/hotel-silver-seven-akurdi/info,Hotel Silver Seven/,N/A,4.1,₹850 for two,"Chinese, Seafood, Kebab, Asian, North Indian, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/rhythm-rooftop-kitchen-bar-pimple-saudagar/info,Rhythm Rooftop Kitchen & Bar/,N/A,4.3,"₹1,400 for two","North Indian, Continental, Oriental, Chinese, Fast Food, Biryani"
https://www.zomato.com/pune/flechazo-wakad/info,Flechazo/,N/A,4.3,"₹1,800 for two","North Indian, Mediterranean, Fast Food, Italian, Desserts, Beverages"
https://www.zomato.com/pune/the-mafia-sky-lounge-chandan-nagar/info,The Mafia Sky Lounge/,N/A,New,"₹1,800 for two","Continental, North Indian, Oriental, Chinese, Seafood, Kebab, Desserts"
https://www.zomato.com/pune/amani-pimpri/info,Amani/,N/A,4.4,"₹1,500 for two",Continental
https://www.zomato.com/pune/danonna-pizzeria-deccan-gymkhana/info,Da'nonna Pizzeria/,N/A,4.3,₹450 for two,"Pizza, Italian, Fast Food, Beverages"
https://www.zomato.com/pune/singh-saab-the-paratha-house-balewadi/info,Singh Saab The Paratha House/,N/A,3.8,₹500 for two,"North Indian, Chinese, Street Food, Beverages"
https://www.zomato.com/pune/cloud-99-hinjawadi/info,Cloud 99/,N/A,4.5,"₹1,200 for two","North Indian, Mughlai, Seafood, Italian, Japanese, Chinese, Salad, Desserts"
https://www.zomato.com/pune/teritree-hadapsar/info,Teritree/,N/A,4.4,"₹1,900 for two","North Indian, Chinese, Continental, Italian, Mughlai, Desserts, Beverages"
https://www.zomato.com/pune/wow-china-1-aundh/info,WOW! China/,N/A,4.0,₹600 for two,"Chinese, Oriental, Asian, Sichuan, Seafood, Momos"
https://www.zomato.com/pune/burger-since-1989-east-street/info,Burger - Since 1989/,N/A,4.2,₹250 for two,"Burger, Fast Food"
https://www.zomato.com/pune/spice-kitchen-jw-marriott-pune-senapati-bapat-road/info,Spice Kitchen - JW Marriott Pune/,N/A,4.5,"₹3,800 for two","Italian, Asian, North Indian, South Indian, European"
https://www.zomato.com/pune/cafe-paashh-kalyani-nagar/info,Cafe Paashh/,N/A,4.8,"₹1,800 for two","Cafe, Beverages"
https://www.zomato.com/pune/flamingo-globally-inspired-food-kothrud/info,Flamingo Globally Inspired Food/,N/A,4.1,"₹1,100 for two","Mexican, Mediterranean, Asian"
https://www.zomato.com/pune/gilt-club-kharadi/info,Gilt Club/,N/A,3.9,"₹1,500 for two","North Indian, Continental, Biryani, Mughlai, Bar Food, Chinese, Kebab, Fast Food"
https://www.zomato.com/pune/elrow-kalyani-nagar/info,Elrow/,N/A,4.2,"₹1,900 for two","Continental, Chinese, North Indian, Bar Food"
https://www.zomato.com/pune/aromas-cafe-bistro-baner/info,Aromas Cafe & Bistro/,N/A,4.5,"₹1,000 for two","Cafe, Coffee, Tea, Shake, Lebanese, Italian, Mexican, Desserts"
https://www.zomato.com/pune/top-87-the-other-place-ravet/info,Top 87 - The Other Place/,N/A,4.4,"₹1,200 for two","North Indian, Chinese, Oriental, Kebab, Biryani"
https://www.zomato.com/pune/oliva-veg-karve-nagar/info,Oliva Veg/,N/A,4.4,"₹1,300 for two","North Indian, Italian, Chinese"
https://www.zomato.com/pune/evviva-sky-lounge-crowne-plaza-pune-city-centre-bund-garden/info,Evviva Sky Lounge - Crowne Plaza Pune City Centre/,N/A,4.3,"₹3,000 for two","Asian, Mughlai, Continental"
https://www.zomato.com/pune/pots-plates-viman-nagar/info,Pots & Plates/,N/A,3.8,"₹1,000 for two","North Indian, Pizza"
https://www.zomato.com/pune/di-mora-dhole-patil-road/info,Di Mora/,N/A,4.2,"₹3,000 for two","North Indian, Chinese, Italian, Sushi, Desserts"
https://www.zomato.com/pune/the-b5-rooftop-lounge-bar-expressway/info,The B5 Rooftop Lounge & Bar/,N/A,4.1,"₹1,500 for two","Continental, North Indian, Mexican, Italian, Chinese"
https://www.zomato.com/pune/flock-balewadi/info,Flock/,N/A,4.1,"₹2,000 for two","Asian, Bar Food, Continental, North Indian, Beverages"
https://www.zomato.com/pune/cobbler-crew-kalyani-nagar/info,Cobbler & Crew/,N/A,4.8,"₹2,000 for two","Modern Indian, Continental, Asian"
https://www.zomato.com/pune/fyole-cafe-wakad/info,Fyole Cafe/,N/A,3.9,₹600 for two,"Pizza, Desserts, Bakery, Sandwich, Salad"
https://www.zomato.com/pune/lapicio-balewadi/info,L'Apicio/,N/A,4.5,"₹1,800 for two","European, Mediterranean, Continental, Desserts"
https://www.zomato.com/pune/aasmana-the-ritz-carlton-yerawada/info,Aasmana: The Ritz-Carlton/,N/A,4.5,"₹3,500 for two","North Indian, Kebab, Biryani, Mughlai, Seafood"
https://www.zomato.com/pune/kks-kitchen-multicuisine-restaurant-wagholi/info,KKS' Kitchen Multicuisine Restaurant/,N/A,4.0,₹700 for two,"Chinese, Mughlai, Seafood, Maharashtrian, Beverages"
https://www.zomato.com/pune/green-signal-deccan-gymkhana/info,Green Signal/,N/A,3.8,"₹1,200 for two","Chinese, North Indian, Continental, South Indian, Pizza, Desserts, Beverages"
https://www.zomato.com/pune/baan-tao-hyatt-pune-kalyani-nagar/info,Baan Tao - Hyatt Pune/,N/A,4.3,"₹3,000 for two","Chinese, Thai, Asian, Salad, Desserts"
https://www.zomato.com/pune/ventana-viman-nagar/info,Ventana/,N/A,4.5,"₹1,200 for two","North Indian, European, Continental, Asian, Fast Food, Cafe, Coffee, Beverages"
https://www.zomato.com/pune/bai-mu-dan-koregaon-park/info,Bai Mu Dan/,N/A,3.9,₹950 for two,"Cafe, Coffee, Tea, Healthy Food, Beverages"
https://www.zomato.com/pune/soul-neighbour-food-bar-viman-nagar/info,SOUL - Neighbour Food Bar/,N/A,4.5,"₹1,000 for two","Chinese, Thai, Asian, Sichuan"
https://www.zomato.com/pune/tqc-the-quarter-company-viman-nagar/info,TQC - The Quarter Company/,N/A,4.2,"₹1,200 for two","North Indian, Rolls, European, Italian, Pizza, Salad, Beverages"
https://www.zomato.com/pune/déjà-vu-bistro-hinjawadi/info,Déjà Vu Bistro/,N/A,4.0,"₹1,200 for two","Continental, North Indian, Biryani, Pizza, Pasta, Fast Food, Desserts"
https://www.zomato.com/pune/rohi-gourmet-bistro-hinjawadi/info,Rohi Gourmet Bistro/,N/A,4.5,"₹1,300 for two","Continental, Oriental, Seafood, Desserts"
https://www.zomato.com/pune/incognito-restaurant-bar-cafe-balewadi/info,Incognito - Restaurant Bar & Cafe/,N/A,4.4,"₹2,500 for two","Continental, Asian, Italian, Thai, North Indian, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/barbeque-nation-kalyani-nagar/info,Barbeque Nation/,N/A,4.5,"₹2,300 for two","North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts"
https://www.zomato.com/pune/twelve-21-ravet/info,Twelve 21/,N/A,4.3,"₹1,400 for two","North Indian, Fast Food, Italian, Chinese, Malwani, Desserts, Beverages"
https://www.zomato.com/pune/ram-sadan-pure-veg-restaurant-deccan-gymkhana/info,Ram Sadan Pure Veg Restaurant/,N/A,3.0,"₹1,000 for two",North Indian
https://www.zomato.com/pune/mountain-goat-koregaon-park/info,Mountain Goat/,N/A,4.2,"₹1,000 for two","Nepalese, Tibetan, Asian, Thai"
https://www.zomato.com/pune/the-pluvian-cafe-all-day-dining-kothrud/info,The Pluvian Cafe: All Day Dining/,N/A,New,"₹1,000 for two","Continental, Desserts, Coffee"
https://www.zomato.com/pune/dilli-darbar-kharadi/info,Dilli Darbar/,N/A,3.8,"₹1,000 for two","North Indian, Chinese"
https://www.zomato.com/pune/moscow-your-everyday-bar-baner/info,Moscow - Your Everyday Bar/,N/A,3.7,"₹1,500 for two","Salad, Bar Food, Continental, Italian, Pizza, Chinese, Modern Indian, Desserts"
https://www.zomato.com/pune/the-bnr-gymkhana-baner/info,The BNR Gymkhana/,N/A,4.5,"₹1,500 for two","Continental, Italian, Chinese, Salad, Fast Food, Pancake, Desserts, Beverages"
https://www.zomato.com/pune/circle-of-crust-salunkhe-vihar-road/info,Circle Of Crust/,N/A,4.2,₹400 for two,"Pizza, Fast Food"
https://www.zomato.com/pune/saaki-resto-bar-wakad/info,Saaki Resto Bar/,N/A,4.1,"₹1,600 for two","Maharashtrian, Bar Food, North Indian, Biryani, Chinese, Seafood, Kebab, Beverages"
