links,names,address,ratings,price for two,cuisine
https://www.zomato.com/pune/yeti-and-the-monk-khadki/info,Yeti And The Monk/,N/A,4.7,₹500 for two,"Tibetan, Vietnamese"
https://www.zomato.com/pune/bombon-1-koregaon-park/info,Bombon/,N/A,New,"₹1,200 for two","Cafe, Coffee"
https://www.zomato.com/pune/rangla-punjab-pimple-saudagar/info,Rangla Punjab/,N/A,4.2,"₹1,400 for two","North Indian, Bar Food, Chinese, Kebab, Mughlai, Street Food, Beverages"
https://www.zomato.com/pune/hidden-place-the-hang-out-balewadi/info,Hidden Place - The Hang-out/,N/A,4.2,"₹1,200 for two","Fast Food, Pizza, Continental, Bar Food, Beverages"
https://www.zomato.com/pune/hyde-kitchen-bar-expressway/info,HYDE - Kitchen & Bar/,N/A,4.3,"₹1,800 for two","North Indian, Mughlai, Chinese, Pasta, Fast Food, Salad, Sichuan, Desserts"
https://www.zomato.com/pune/pasco-an-epitome-of-wine-dine-pimple-saudagar/info,Pasco - An Epitome Of Wine & Dine/,N/A,4.4,"₹1,700 for two","North Indian, Italian, Seafood, Chinese, Oriental, Kebab, Biryani, Desserts"
https://www.zomato.com/pune/shiv-sagar-viman-nagar/info,Shiv Sagar/,N/A,3.8,"₹1,100 for two","North Indian, South Indian, Chinese, Sandwich, Street Food, Pizza, Desserts, Beverages"
https://www.zomato.com/pune/quench-aundh/info,Quench/,N/A,4.2,₹950 for two,"Asian, Kebab, Finger Food, Continental, Thai, Desserts"
https://www.zomato.com/pune/cafe-blu-by-radisson-blu-hinjewadi-hinjawadi/info,Cafe Blu by Radisson Blu Hinjewadi/,N/A,New,"₹1,000 for two","North Indian, South Indian, Biryani, Goan, Maharashtrian, Pizza, Desserts"
https://www.zomato.com/pune/grandmamas-cafe-koregaon-park/info,Grandmama's Cafe/,N/A,3.6,"₹1,000 for two","Pasta, Pizza, Coffee, Cafe, Desserts, Beverages, Italian"
https://www.zomato.com/pune/pind-punjab-mg-road/info,Pind Punjab/,N/A,4.3,"₹1,300 for two","North Indian, Mughlai, Kebab, Biryani, Chinese, Desserts, Beverages"
https://www.zomato.com/pune/portico-sayaji-hotel-wakad/info,Portico - Sayaji Hotel/,N/A,4.5,"₹2,400 for two","North Indian, Asian, Fast Food, Salad, South Indian, Bar Food, Beverages"
https://www.zomato.com/pune/the-soundtrack-cafe-pimple-nilakh/info,The Soundtrack Cafe/,N/A,4.4,₹850 for two,"Cafe, Coffee, Beverages, Continental, Italian, Fast Food"
https://www.zomato.com/pune/barbeque-ville-wakad/info,Barbeque Ville/,N/A,4.3,"₹1,600 for two","North Indian, Desserts"
https://www.zomato.com/pune/burger-craft-aundh/info,Burger Craft/,N/A,4.7,₹850 for two,"Burger, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/baraza-bars-bites-yerawada/info,Baraza Bars & Bites/,N/A,4.4,"₹2,000 for two","Bar Food, Continental, Asian, North Indian, Kebab, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/blue-tokai-coffee-roasters-shivaji-nagar/info,Blue Tokai Coffee Roasters/,N/A,4.0,₹600 for two,"Cafe, Coffee, Beverages"
https://www.zomato.com/pune/mambos-lakeside-cafe-bhugaon/info,Mambos Lakeside Cafe/,N/A,4.0,"₹1,200 for two","North Indian, Chinese, Biryani, Konkan, Fast Food, Desserts"
https://www.zomato.com/pune/boteco-tapas-bar-grill-koregaon-park/info,Boteco - Tapas Bar & Grill/,N/A,4.8,"₹3,000 for two","Brazilian, Bar Food, Seafood, Burger"
https://www.zomato.com/pune/oven-fresh-lonavala/info,Oven Fresh/,N/A,3.5,"₹1,000 for two","South Indian, North Indian, Italian, Asian, Gujarati, European, Pasta, Desserts"
https://www.zomato.com/pune/urbo-baner/info,Urbo/,N/A,4.3,"₹2,000 for two","North Indian, Mughlai, Asian, Pizza, Italian, Chinese, Biryani, Desserts"
https://www.zomato.com/pune/koji-conrad-pune-bund-garden/info,Koji - Conrad Pune/,N/A,4.7,"₹5,000 for two","Chinese, Japanese, Thai, Asian, Sichuan"
https://www.zomato.com/pune/laa-unico-swargate/info,Laa Unico/,N/A,4.4,"₹1,800 for two","Italian, Mexican, Continental, North Indian, Chinese, Pizza, Salad, Desserts"
https://www.zomato.com/pune/dehaati-deccan-gymkhana/info,Dehaati/,N/A,3.3,"₹1,200 for two",Maharashtrian
https://www.zomato.com/pune/the-1st-brewhouse-the-corinthians-nibm-road/info,The 1st Brewhouse - The Corinthians/,N/A,4.3,"₹2,500 for two","Finger Food, North Indian, Fast Food, Beverages"
https://www.zomato.com/pune/faro-the-sky-bar-pimpri/info,Faro The Sky Bar/,N/A,4.3,₹450 for two,"Mexican, Salad"
https://www.zomato.com/pune/café-brewing-italiana-veg-italian-cafe-jm-road/info,Café Brewing Italiana – Veg. Italian Cafe/,N/A,4.2,"₹1,000 for two","Cafe, Coffee, Pizza, Pasta, Italian, Desserts, Shake, Beverages"
https://www.zomato.com/pune/masakha-seafood-resto-bar-narhe/info,Masakha - Seafood Resto & Bar/,N/A,4.3,"₹1,700 for two","North Indian, Seafood, Chinese, Asian, Mughlai, Sichuan"
https://www.zomato.com/pune/desi-eats-wakad/info,Desi Eats/,N/A,3.9,₹400 for two,"North Indian, Street Food"
https://www.zomato.com/pune/crustini-pizzeria-and-cafe-wakad/info,Crustini - Pizzeria And Cafe/,N/A,4.0,₹600 for two,"Pizza, Pasta, Salad, Sandwich, Beverages"
https://www.zomato.com/pune/game-on-sports-kitchen-bar-chinchwad/info,Game On Sports Kitchen & Bar/,N/A,3.9,"₹1,400 for two","Continental, North Indian, Chinese, Pizza"
https://www.zomato.com/pune/la-castle-narhe/info,La Castle/,N/A,4.2,"₹1,000 for two",North Indian
https://www.zomato.com/pune/azul-brews-bites-viman-nagar/info,Azul - Brews & Bites/,N/A,4.6,"₹1,000 for two","Cafe, Beverages, Tea, Shake, Sandwich, Italian, Burger, Pizza"
https://www.zomato.com/pune/kerala-cafe-1-kalyani-nagar/info,Kerala Cafe/,N/A,4.2,"₹1,500 for two","Kerala, Seafood, Biryani, Beverages"
https://www.zomato.com/pune/loco-otro-aundh/info,Loco Otro/,N/A,4.5,"₹1,500 for two","Bar Food, Continental, Italian, Mexican, Salad, Seafood, Desserts, Beverages"
https://www.zomato.com/pune/kiro-kitchen-and-bar-hinjawadi/info,Kiro Kitchen And Bar/,N/A,4.1,"₹1,200 for two","Italian, Seafood, Asian, North Indian, Sushi, Bar Food, Desserts"
https://www.zomato.com/pune/mr-and-mrs-idly-bibvewadi/info,Mr And Mrs Idly/,N/A,4.0,₹350 for two,"South Indian, Chinese, Beverages"
https://www.zomato.com/pune/lola-cafe-and-bar-lonavala/info,Lola Cafe and Bar/,N/A,4.1,"₹1,200 for two","Chinese, Pizza, Fast Food, North Indian, Pasta, Italian, Bakery"
https://www.zomato.com/pune/the-soul-plate-shivaji-nagar/info,The Soul Plate/,N/A,3.9,"₹1,000 for two","Cafe, Coffee, North Indian, Asian, Pizza, Pasta, Pancake, Beverages"
https://www.zomato.com/pune/poetry-by-love-and-cheesecake-balewadi/info,Poetry by Love and Cheesecake/,N/A,4.3,"₹1,800 for two","Desserts, Cafe, Bakery, Continental, Beverages, Pasta, Finger Food, Coffee"
https://www.zomato.com/pune/air-o-sinhgad-road/info,Air O/,N/A,4.3,"₹1,600 for two","North Indian, Kebab, Seafood, Continental, Pizza, Pasta, Oriental, Beverages"
https://www.zomato.com/pune/mosaic-crowne-plaza-pune-city-centre-bund-garden/info,Mosaic - Crowne Plaza Pune City Centre/,N/A,4.0,"₹3,000 for two","North Indian, Fast Food, American, Beverages, Desserts, Asian"
https://www.zomato.com/pune/heads-up-rooftop-1-sinhgad-road/info,Heads Up Rooftop/,N/A,4.1,"₹2,000 for two","North Indian, Continental, Italian, Kebab, Fast Food, Pizza, Desserts"
https://www.zomato.com/pune/empire-garden-restaurant-bar-wakad/info,Empire Garden Restaurant & Bar/,N/A,4.3,"₹1,500 for two","North Indian, Chinese, Biryani, Seafood, Italian, Oriental, Desserts, Beverages"
https://www.zomato.com/pune/durvankur-sadashiv-peth/info,Durvankur/,N/A,4.1,₹750 for two,Maharashtrian
https://www.zomato.com/pune/wok-toss-shivaji-nagar/info,Wok Toss/,N/A,4.4,₹700 for two,"Chinese, Thai, Sushi, Desserts"
https://www.zomato.com/pune/rks-family-restro-bar-narhe/info,RK'S Family Restro & Bar/,N/A,4.4,"₹1,200 for two","North Indian, Chinese, Kebab, Mughlai"
https://www.zomato.com/pune/bob-and-brews-baner/info,BOB And Brews/,N/A,4.1,"₹1,000 for two","Finger Food, North Indian, Seafood, Chinese"
https://www.zomato.com/pune/oblique-kitchen-kothrud/info,Oblique Kitchen/,N/A,4.1,"₹1,700 for two","Continental, Asian"
https://www.zomato.com/pune/zen-cafe-koregaon-park/info,Zen Cafe/,N/A,4.4,₹950 for two,"Cafe, Sushi, Continental, Italian, Beverages"
https://www.zomato.com/pune/george-restaurant-camp-area/info,George Restaurant/,N/A,3.9,"₹1,400 for two","Biryani, North Indian, Chinese, Mughlai, Continental, Kebab, Desserts, Beverages"
https://www.zomato.com/pune/three-kitchens-restaurant-and-bar-the-ritz-carlton-yerawada/info,Three Kitchens Restaurant And Bar: The Ritz-Carlton/,N/A,4.9,"₹4,700 for two","North Indian, Biryani, Continental, Italian, Pizza, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/cafe-kathaa-fc-road/info,Cafe Kathaa/,N/A,4.1,₹850 for two,"Cafe, Continental, Desserts, Chinese, Salad, Italian, Fast Food, Beverages"
https://www.zomato.com/pune/communion-cafe-lohegaon/info,Communion Cafe/,N/A,4.1,"₹1,300 for two","Cafe, Coffee, Continental, Mexican, Salad, Desserts, Beverages"
https://www.zomato.com/pune/the-burger-terrain-2-viman-nagar/info,The Burger Terrain/,N/A,3.9,₹450 for two,"Burger, Wraps, Fast Food, Shake, Beverages"
https://www.zomato.com/pune/grey-soul-coffee-roasters-koregaon-park/info,Grey Soul Coffee Roasters/,N/A,4.1,₹950 for two,"Cafe, Desserts, Coffee, Beverages, Italian"
https://www.zomato.com/pune/flavours-of-andhra-kharadi/info,Flavours Of Andhra/,N/A,3.6,"₹1,000 for two","North Indian, Biryani, Andhra, Seafood, Mughlai, Desserts"
https://www.zomato.com/pune/ice-n-fire-sky-lounge-baner/info,Ice N Fire Sky Lounge/,N/A,4.3,"₹1,800 for two","Bar Food, Continental, North Indian, Pizza, Burger, Pasta, Chinese, Desserts"
https://www.zomato.com/pune/bangalore-tiffin-room-model-colony/info,Bangalore Tiffin Room/,N/A,3.9,₹250 for two,South Indian
https://www.zomato.com/pune/the-french-window-patisserie-koregaon-park/info,The French Window Patisserie/,N/A,4.6,₹700 for two,"Cafe, Desserts, French, Bakery, European, Shake"
https://www.zomato.com/pune/nh-37-dhaba-model-colony/info,NH 37 Dhaba/,N/A,4.0,"₹1,400 for two","Chinese, Asian, Bengali, North Indian, Biryani"
https://www.zomato.com/pune/the-boho-house-balewadi/info,The Boho House/,N/A,New,"₹1,400 for two","Continental, Italian, Chinese, Sushi, Sandwich, Burger, Desserts"
https://www.zomato.com/pune/sky-stories-baner/info,Sky Stories/,N/A,4.3,"₹1,800 for two","Italian, Continental, North Indian, Mughlai, Biryani, Oriental, Bar Food, Desserts"
https://www.zomato.com/pune/farm-paradise-mulshi/info,Farm Paradise/,N/A,4.2,"₹1,000 for two","Maharashtrian, North Indian, Mughlai, Seafood, Korean, Pizza, Fast Food, Desserts"
https://www.zomato.com/pune/thalis-tempttation-wadgaon-sheri/info,Thali's Tempttation/,N/A,3.8,₹550 for two,"North Indian, Chinese, Continental, Pizza, Pasta"
https://www.zomato.com/pune/smoor-koregaon-park/info,Smoor/,N/A,4.3,"₹1,100 for two","Asian, Salad, Pizza, Sandwich, Burger, Desserts, Beverages"
https://www.zomato.com/pune/hotel-sandeep-jm-road/info,Hotel Sandeep/,N/A,3.2,"₹1,400 for two","Maharashtrian, North Indian, Chinese, Mughlai"
https://www.zomato.com/pune/savya-rasa-koregaon-park/info,Savya Rasa/,N/A,4.7,"₹2,500 for two","South Indian, Mangalorean, Kerala, Chettinad, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/24-carat-lounge-bar-bhugaon/info,24 Carat Lounge & Bar/,N/A,4.9,"₹2,500 for two","North Indian, Mughlai, Chinese, Seafood, Continental, Desserts, Beverages"
https://www.zomato.com/pune/charcoal-the-sizzling-sensation-sus/info,Charcoal The Sizzling Sensation/,N/A,4.2,"₹1,200 for two","North Indian, Mughlai, BBQ, Italian, Biryani, Kebab, Salad"
https://www.zomato.com/pune/bao-story-1-hinjawadi/info,Bao Story/,N/A,4.1,"₹1,200 for two",Asian
https://www.zomato.com/pune/rio-kitchen-bar-1-hinjawadi/info,Rio Kitchen & Bar/,N/A,4.0,"₹1,400 for two","Chinese, Continental, Pasta, North Indian, Salad, BBQ, Fast Food, Beverages"
https://www.zomato.com/pune/the-chickster-indo-american-fried-chicken-koregaon-park/info,The Chickster-Indo American Fried Chicken/,N/A,4.3,₹400 for two,"Burger, Fast Food, Wraps, American, Coffee"
https://www.zomato.com/pune/delilah-kitchen-bar-karve-nagar/info,Delilah Kitchen & Bar/,N/A,4.0,"₹1,500 for two","North Indian, Continental, Oriental, Chinese, Beverages"
https://www.zomato.com/pune/house-of-veg-1-erandwane/info,House Of Veg/,N/A,3.6,"₹1,000 for two","North Indian, Oriental, Continental, Pasta, Pizza, Sandwich, Desserts, Shake"
https://www.zomato.com/pune/ek-punjab-dhaba-pimple-saudagar/info,Ek Punjab Dhaba/,N/A,4.5,"₹1,400 for two",North Indian
https://www.zomato.com/pune/blue-water-ravet/info,Blue Water/,N/A,4.4,"₹2,000 for two","North Indian, Chinese, Continental, Sichuan, Italian, Pizza, Oriental, Desserts"
https://www.zomato.com/pune/nipr-bar-kothrud/info,NIPR Bar/,N/A,4.2,"₹1,400 for two","Bar Food, North Indian, Mughlai, Chinese, Maharashtrian, Seafood, Biryani, Desserts"
https://www.zomato.com/pune/filament-bar-wakad/info,Filament Bar/,N/A,4.5,"₹1,800 for two","Turkish, Middle Eastern, North Indian, Continental, Asian"
https://www.zomato.com/pune/addah-the-o-hotel-koregaon-park/info,Addah - The O Hotel/,N/A,4.1,"₹3,000 for two","North Indian, Biryani, Mughlai, Kebab, Desserts"
https://www.zomato.com/pune/6story-koregaon-park/info,6story/,N/A,3.6,₹950 for two,"Continental, Healthy Food, Oriental, Italian, Desserts, Beverages"
https://www.zomato.com/pune/dockway-kitchen-bar-balewadi/info,Dockway Kitchen & Bar/,N/A,4.3,"₹1,600 for two","North Indian, Mughlai, Seafood, Continental, Chinese, Desserts"
https://www.zomato.com/pune/salsa-the-corinthians-nibm-road/info,Salsa - The Corinthians/,N/A,4.0,"₹2,000 for two","Continental, Mexican, Italian, North Indian, Salad, Desserts, Beverages"
https://www.zomato.com/pune/cafe-grains-grills-viman-nagar/info,Cafe Grains & Grills/,N/A,4.3,₹700 for two,"Continental, American, Italian, Shake, Beverages, Thai, Waffle, Oriental"
https://www.zomato.com/pune/urban-bistro-aundh/info,Urban Bistro/,N/A,4.4,₹350 for two,Fast Food
https://www.zomato.com/pune/shivlingam-lavale/info,Shivlingam/,N/A,4.1,"₹1,800 for two","North Indian, Continental, Italian, Chinese, Salad, Fast Food, Ice Cream"
https://www.zomato.com/pune/liit-live-iit-today-balewadi/info,LIIT - Live IIT Today/,N/A,4.0,"₹2,300 for two","Bar Food, North Indian, Continental, Chinese, Pizza, Salad, Desserts"
https://www.zomato.com/pune/asilo-the-westin-pune-mundhwa/info,Asilo - The Westin Pune/,N/A,4.2,"₹3,500 for two","Mediterranean, Asian, Beverages"
https://www.zomato.com/pune/urban-darbar-viman-nagar/info,Urban Darbar/,N/A,4.8,₹700 for two,"North Indian, Chinese, Mughlai, Sichuan"
https://www.zomato.com/pune/good-flippin-burgers-senapati-bapat-road/info,Good Flippin' Burgers/,N/A,4.0,₹600 for two,"Burger, American, Fast Food"
https://www.zomato.com/pune/feast-india-company-baner/info,Feast India Company/,N/A,4.6,"₹1,400 for two","Chinese, Oriental, North Indian, Seafood, Kebab, Desserts, Beverages"
https://www.zomato.com/pune/the-asian-box-baner/info,The Asian Box/,N/A,4.6,₹600 for two,"Asian, Chinese, Malaysian, Thai, Indonesian, Desserts"
https://www.zomato.com/pune/santorini-black-by-hilton-garden-inn-hinjawadi/info,Santorini Black by Hilton Garden Inn/,N/A,4.1,"₹1,500 for two","Bar Food, Continental, North Indian, Beverages"
https://www.zomato.com/pune/360-degree-multicuisine-family-restaurant-bhosari/info,360 Degree Multicuisine Family Restaurant/,N/A,4.3,₹950 for two,"North Indian, Chinese, Kebab, BBQ"
https://www.zomato.com/pune/veggies-bowl-wagholi/info,Veggies Bowl/,N/A,3.8,₹300 for two,North Indian
https://www.zomato.com/pune/just-bengali-restaurant-hadapsar/info,Just Bengali Restaurant/,N/A,4.0,"₹1,000 for two","Bengali, Seafood, Desserts"
https://www.zomato.com/pune/senses-marriott-suites-pune-mundhwa/info,Senses - Marriott Suites Pune/,N/A,4.3,"₹3,500 for two","Continental, Asian, North Indian, Italian, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/ruhmani-by-hilton-garden-inn-hinjawadi/info,Ruhmani By Hilton Garden Inn/,N/A,4.2,"₹3,000 for two","North Indian, Chinese, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/blue-nile-camp-area/info,Blue Nile/,N/A,3.6,"₹2,000 for two","North Indian, Mughlai, Chinese, Fast Food, Biryani, Ice Cream, Desserts, Beverages"
https://www.zomato.com/pune/kuai-kitchen-koregaon-park/info,Kuai Kitchen/,N/A,4.3,"₹1,800 for two","Chinese, Sushi, North Indian, Seafood, Desserts, Beverages"
https://www.zomato.com/pune/pauls-wanowrie/info,Paul's/,N/A,4.1,₹500 for two,"North Indian, Chinese, Fast Food, Sichuan, Beverages"
https://www.zomato.com/pune/upper-deck-nibm-road/info,Upper Deck/,N/A,4.4,"₹1,600 for two","North Indian, Chinese, Biryani, Oriental, Pizza, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/lord-petrick-burger-coffee-wakad/info,Lord Petrick Burger & Coffee/,N/A,3.9,₹550 for two,"Cafe, Coffee, Burger, Fast Food, Shake, Beverages"
https://www.zomato.com/pune/carnival-restaurant-and-bar-mundhwa/info,Carnival Restaurant And Bar/,N/A,4.2,"₹2,100 for two","North Indian, Chinese, Continental, Sichuan, Beverages, Desserts, Italian"
https://www.zomato.com/pune/mountain-high-wanowrie/info,Mountain High/,N/A,4.3,"₹1,100 for two","North Indian, Chinese, Seafood, Biryani, Desserts, Beverages"
https://www.zomato.com/pune/awadh5-four-points-by-sheraton-viman-nagar/info,Awadh5 - Four Points by Sheraton/,N/A,4.4,"₹3,000 for two","North Indian, Kebab, Biryani, Desserts"
https://www.zomato.com/pune/chirp-shivaji-nagar/info,Chirp/,N/A,4.3,₹950 for two,"Beverages, Asian, Continental, Healthy Food, Mexican, Middle Eastern"
https://www.zomato.com/pune/dumpling-project-1-aundh/info,Dumpling Project/,N/A,4.5,₹600 for two,"Asian, Chinese, Momos"
https://www.zomato.com/pune/crazy-cheesy-dhanori/info,Crazy Cheesy/,N/A,4.1,₹400 for two,"Pizza, Pasta, Sandwich, Fast Food, Desserts, Coffee, Shake, Beverages"
https://www.zomato.com/pune/burger-king-1-hadapsar/info,Burger King/,N/A,3.5,₹350 for two,"Burger, Fast Food, Beverages"
https://www.zomato.com/pune/grove-pizzeria-baner/info,Grove Pizzeria/,N/A,4.5,₹400 for two,Pizza
https://www.zomato.com/pune/one-o-eight-cafe-koregaon-park/info,One O Eight Cafe/,N/A,4.1,"₹1,200 for two","Cafe, Pizza, Continental, Italian, Bakery, Beverages"
https://www.zomato.com/pune/green-park-baner/info,Green Park/,N/A,3.9,"₹1,800 for two","North Indian, Chinese, Mughlai, Thai, Continental, Mexican, Desserts, Beverages"
https://www.zomato.com/pune/third-wave-coffee-karve-nagar/info,Third Wave Coffee/,N/A,4.0,₹500 for two,"Cafe, Coffee, Tea, Beverages, Sandwich, Fast Food, Desserts, Pizza"
https://www.zomato.com/pune/turque-sayaji-hotel-wakad/info,Turque - Sayaji Hotel/,N/A,4.6,"₹2,000 for two","North Indian, Chinese, Oriental, Mughlai, Desserts, Beverages"
https://www.zomato.com/pune/dohiti-viman-nagar/info,Dohiti/,N/A,4.4,₹500 for two,"Bakery, Desserts, Fast Food, Beverages"
https://www.zomato.com/pune/alice-in-gelato-land-camp-area/info,Alice In Gelato Land/,N/A,3.9,₹500 for two,"Desserts, Ice Cream, Waffle, Coffee, Shake"
https://www.zomato.com/pune/the-place-touche-the-sizzler-camp-area/info,The Place - Touche The Sizzler/,N/A,4.0,"₹1,200 for two",Continental
https://www.zomato.com/pune/haldirams-restaurant-pimple-saudagar/info,Haldiram's Restaurant/,N/A,3.9,₹500 for two,"Mithai, South Indian, North Indian, Healthy Food, Fast Food, Sandwich, Beverages"
https://www.zomato.com/pune/living-room-by-coco-lrc-4-mundhwa/info,Living Room By Coco - LRC/,N/A,4.2,"₹1,700 for two","Asian, Bar Food, Continental, North Indian, Pasta, Fast Food, Desserts"
https://www.zomato.com/pune/5ive-the-skybar-by-radisson-hinjawadi/info,5ive The Skybar By Radisson/,N/A,4.0,"₹3,000 for two","North Indian, Chinese, Biryani, Tex-Mex, Spanish, Mexican, Pizza, Desserts"
https://www.zomato.com/pune/onesta-magarpatta/info,Onesta/,N/A,4.2,₹500 for two,"Pizza, Pasta, Fast Food, Desserts, Beverages"
https://www.zomato.com/pune/quattro-bistro-lonavala/info,Quattro Bistro/,N/A,4.0,"₹1,500 for two","Mexican, Pizza, Fast Food, Desserts, Italian"
https://www.zomato.com/pune/polka-dots-aundh/info,Polka Dots/,N/A,4.4,"₹1,800 for two","Mediterranean, North Indian, Asian, Italian, Biryani, Kebab, Desserts, Beverages"
https://www.zomato.com/pune/sorriso-marriott-suites-pune-mundhwa/info,Sorriso- Marriott Suites Pune/,N/A,4.6,"₹3,500 for two","Italian, Continental"
https://www.zomato.com/pune/tiranga-fc-road/info,Tiranga/,N/A,4.2,₹500 for two,"Biryani, Maharashtrian, North Indian, Kebab, Chinese, Mughlai, Hyderabadi, Seafood"
https://www.zomato.com/pune/ginkgo-kothrud/info,Ginkgo/,N/A,4.5,₹950 for two,"Sushi, Japanese"
https://www.zomato.com/pune/shakam-kothrud/info,Shakam/,N/A,3.5,"₹1,000 for two",North Indian
https://www.zomato.com/pune/mezza--hinjawadi/info,Mezza 9/,N/A,4.1,"₹2,000 for two","North Indian, Biryani, Asian, Continental, Mexican, Oriental, Seafood, Desserts"
https://www.zomato.com/pune/glint-by-plunge-koregaon-park/info,Glint By Plunge/,N/A,4.6,"₹1,900 for two","Chinese, Asian, Mexican, Sandwich, Burger, Pizza, Pasta, Desserts"
https://www.zomato.com/pune/the-great-kabab-factory-radisson-blu-hotel-kharadi/info,The Great Kabab Factory - Radisson Blu Hotel/,N/A,4.3,"₹3,500 for two","Mughlai, North Indian"
https://www.zomato.com/pune/spice-tonic-global-kitchen-bar-wakad/info,Spice & Tonic- Global Kitchen & Bar/,N/A,4.3,"₹1,800 for two","North Indian, Bar Food, Continental, Italian, Chinese, Beverages"
https://www.zomato.com/pune/delhi-grills-koregaon-park/info,Delhi Grills/,N/A,4.1,"₹1,000 for two","North Indian, Mughlai, Rolls"
https://www.zomato.com/pune/dinero-rooftop-pimple-nilakh/info,Dinero Rooftop/,N/A,New,"₹1,500 for two",Modern Indian
https://www.zomato.com/pune/the-food-booth-1-vishrantwadi/info,The Food Booth/,N/A,4.0,₹400 for two,"North Indian, Street Food, Beverages"
https://www.zomato.com/pune/1000-oaks-east-street/info,1000 Oaks/,N/A,4.3,"₹1,800 for two","Chinese, Salad, North Indian, Seafood, Mexican, Desserts"
https://www.zomato.com/pune/swad-gomantak-wakad/info,Swad Gomantak/,N/A,4.2,"₹1,200 for two","Chinese, North Indian, Mughlai, Seafood, Konkan, Biryani, Beverages"
https://www.zomato.com/pune/apache-high-street-baner/info,Apache High Street/,N/A,4.3,"₹1,300 for two","Finger Food, Continental, Salad"
https://www.zomato.com/pune/wrap-n-joy-kharadi/info,Wrap N Joy/,N/A,3.7,₹350 for two,"Fast Food, Burger, Pizza, Sandwich, Shawarma, Momos, Desserts, Shake"
https://www.zomato.com/pune/iron-bar-grill-balewadi/info,Iron Bar & Grill/,N/A,4.5,"₹2,500 for two","Bar Food, Asian, Thai, Pizza, North Indian, BBQ, Kebab"
https://www.zomato.com/pune/backyard-palms-ravet/info,Backyard Palms/,N/A,4.2,"₹1,700 for two","North Indian, Mughlai, Chinese, Continental, Bar Food"
https://www.zomato.com/pune/masala-times-camp-area/info,Masala Times/,N/A,4.3,"₹1,000 for two","North Indian, Chinese, Mughlai, Pizza, Continental, Biryani, Desserts"
https://www.zomato.com/pune/beer-beans-nibm-road/info,Beer & Beans/,N/A,4.3,"₹1,300 for two","Cafe, Italian, Beverages, Coffee, Desserts"
https://www.zomato.com/pune/spice-garden-kothrud/info,Spice Garden/,N/A,4.0,"₹1,000 for two","North Indian, Chinese, Kebab, Mughlai, Seafood, Biryani, Beverages"
https://www.zomato.com/pune/elaichi-pure-veg-baner/info,Elaichi Pure Veg/,N/A,New,"₹1,200 for two","North Indian, Biryani, Continental, Chinese, Pizza, Salad, Desserts, Beverages"
https://www.zomato.com/pune/la-magia-koregaon-park/info,La Magia/,N/A,4.5,"₹2,500 for two","Italian, Pizza, Pasta"
https://www.zomato.com/pune/iyas-korean-kitchen-pashan/info,Iya's Korean Kitchen/,N/A,4.2,"₹1,200 for two","Korean, Chinese, Japanese, Asian, Desserts, Beverages"
https://www.zomato.com/pune/carmine-radisson-blu-hotel-kharadi/info,Carmine Radisson Blu Hotel/,N/A,4.0,"₹3,500 for two","Continental, North Indian, Asian, Seafood, Pizza, Fast Food, Biryani, Beverages"
https://www.zomato.com/pune/punnet-by-eterium-balewadi/info,Punnet By Eterium/,N/A,New,"₹1,400 for two","Biryani, Kebab, North Indian, Desserts"
https://www.zomato.com/pune/tea-villa-cafe-wakad/info,Tea Villa Cafe/,N/A,4.2,₹950 for two,"Cafe, Beverages, North Indian, Continental, Asian, Pizza, Fast Food, Desserts"
https://www.zomato.com/pune/barbecue-experts-lohegaon/info,Barbecue Experts/,N/A,New,"₹1,200 for two","BBQ, Maharashtrian, Biryani, Mughlai, Kebab, Chinese, Shawarma, Desserts"
https://www.zomato.com/pune/punjab-exotica-expressway/info,Punjab Exotica/,N/A,4.1,"₹1,200 for two","Biryani, North Indian, Chinese, Asian, Salad, Kebab, Seafood"
https://www.zomato.com/pune/b-birch-east-street/info,B’ Birch/,N/A,3.9,₹500 for two,Bakery
https://www.zomato.com/pune/meghdoots-bibvewadi/info,Meghdoot's/,N/A,3.7,"₹1,000 for two","North Indian, Chinese, Fast Food, Biryani, Sichuan, South Indian, Desserts, Beverages"
https://www.zomato.com/pune/claypot-kharadi/info,Claypot/,N/A,3.8,₹850 for two,"North Indian, Chinese, Mughlai, Biryani, Seafood, Desserts"
https://www.zomato.com/pune/the-bridge-radisson-blu-hotel-kharadi/info,The Bridge - Radisson Blu Hotel/,N/A,4.1,"₹2,000 for two","North Indian, Mexican, Italian"
https://www.zomato.com/pune/saparito-pizza-kharadi/info,Saparito Pizza/,N/A,3.8,₹300 for two,"Pizza, Pasta, Burger"
https://www.zomato.com/pune/downtown-talawade/info,Downtown/,N/A,3.3,"₹1,100 for two","Continental, Oriental, North Indian, Seafood, Italian, Biryani, Desserts"
https://www.zomato.com/pune/rude-lounge-viman-nagar/info,Rude Lounge/,N/A,4.2,"₹1,900 for two","North Indian, Chinese"
